省,市,区（县）,小区名称,房屋面积,房屋类型（室）,房屋类型（厅）,房屋类型（卫）,总层数,楼层部位,房屋朝向,房屋建设年代,总价,单价
江苏省,苏州市,工业园区,苏州高尔夫花园,106,2,2,1,23,中,南北,2007,338,31887
江苏省,苏州市,工业园区,苏州高尔夫花园,102,2,2,1,23,中,南北,2007,340,33333
江苏省,苏州市,工业园区,苏州高尔夫花园,102,2,2,1,21,中,南,2007,350,34314
江苏省,苏州市,工业园区,苏州高尔夫花园,128,3,2,2,26,中,南北,2007,365,28516
江苏省,苏州市,工业园区,苏州高尔夫花园,129,3,2,1,26,中,南北,2007,380,29457
江苏省,苏州市,工业园区,苏州高尔夫花园,105,2,2,1,23,中,南北,2010,310,29440
江苏省,苏州市,工业园区,苏州高尔夫花园,102,2,2,1,23,中,南北,2007,340,33333
江苏省,苏州市,工业园区,苏州高尔夫花园,129,3,2,1,26,中,南北,2007,380,29457
江苏省,苏州市,工业园区,苏州高尔夫花园,106,2,2,1,23,中,南北,2007,338,31887
江苏省,苏州市,工业园区,苏州高尔夫花园,106,2,2,1,23,中,南北,2007,338,31887
江苏省,苏州市,工业园区,苏州高尔夫花园,102,2,2,1,23,中,南北,2007,340,33333
江苏省,苏州市,工业园区,苏州高尔夫花园,102,2,2,1,21,中,南,2007,350,34314
江苏省,苏州市,工业园区,苏州高尔夫花园,102,2,2,1,21,中,南,2007,350,34314
江苏省,苏州市,工业园区,苏州高尔夫花园,129,3,2,1,26,中,南北,2007,380,29457
江苏省,苏州市,工业园区,苏州高尔夫花园,129,3,2,1,26,中,南北,2007,380,29457
江苏省,苏州市,工业园区,苏州高尔夫花园,102,2,2,1,23,中,南北,2007,340,33333
江苏省,苏州市,工业园区,苏州高尔夫花园,106,2,2,1,23,中,南北,2007,338,31887
江苏省,苏州市,工业园区,苏州高尔夫花园,102,2,2,1,21,中,南,2007,350,34314
江苏省,苏州市,工业园区,苏州高尔夫花园,128,3,2,2,26,中,南北,2007,365,28516
江苏省,苏州市,工业园区,苏州高尔夫花园,129,3,2,1,26,中,南北,2007,380,29457
江苏省,苏州市,工业园区,苏州高尔夫花园,105,2,2,1,23,中,南北,2010,310,29440
江苏省,苏州市,工业园区,苏州高尔夫花园,128,3,2,2,26,中,南北,2007,365,28516
江苏省,苏州市,工业园区,苏州高尔夫花园,129,3,2,1,26,中,南北,2007,380,29457
江苏省,苏州市,工业园区,苏州高尔夫花园,105,2,2,1,23,中,南北,2010,310,29440
江苏省,苏州市,工业园区,苏州唐宁府,68,2,1,1,6,低,南北,2018,200,29412
江苏省,苏州市,工业园区,苏州唐宁府,143,4,2,2,18,中,南北,2017,508,35524
江苏省,苏州市,工业园区,苏州万达广场,123,3,1,1,34,中,南,,400,32520
江苏省,苏州市,工业园区,苏州万达广场,123,3,1,1,34,中,南,,400,32520
江苏省,苏州市,工业园区,苏州万达广场,123,3,1,1,34,中,南,,400,32520
江苏省,苏州市,工业园区,苏州御园,770,4,2,,0,低,,2013,3300,42857
江苏省,苏州市,工业园区,苏州御园,750,5,4,,0,低,,2013,2756,36746
江苏省,苏州市,工业园区,苏州御园,404,4,2,,5,中,南北,2013,1950,48171
江苏省,苏州市,工业园区,苏州御园,317,4,2,,5,中,南北,2013,1450,45741
江苏省,苏州市,工业园区,苏州中心8号,175,3,2,,52,低,西南,0,745,42571
江苏省,苏州市,工业园区,苏州中心8号,128,2,1,,52,低,南,0,625,48828
江苏省,苏州市,工业园区,苏州中心8号,128,2,2,,52,低,西北,0,590,46094
江苏省,苏州市,工业园区,苏州中心8号,86,1,1,,47,低,暂无数据,2017,409,47558
江苏省,苏州市,工业园区,苏州中心8号,58,1,1,,47,低,西,2017,286,49310
江苏省,苏州市,工业园区,苏州中心8号,130,1,2,,47,低,北,2017,626,48061
江苏省,苏州市,工业园区,苏州中心8号,87,1,1,,47,低,北,2017,435,50000
江苏省,苏州市,工业园区,苏州中心8号,175,2,2,,47,低,暂无数据,2017,745,42571
江苏省,苏州市,工业园区,苏州中心8号,87,1,1,,47,低,南,2017,430,49425
江苏省,苏州市,工业园区,苏州中心8号,128,2,1,,47,低,西,2017,589,46015
江苏省,苏州市,工业园区,苏州中心8号,128,2,2,,47,低,西北,2017,590,46093
江苏省,苏州市,工业园区,苏州中心8号,87,1,2,1,43,低,暂无,2016,399,45862
江苏省,苏州市,工业园区,苏州中心8号,87,1,2,1,36,低,南北,2013,399,45862
江苏省,苏州市,工业园区,苏州中心8号,130,1,2,,52,中,东,0,615,47308
江苏省,苏州市,工业园区,苏州中心8号,128,2,2,,47,中,东北,2017,611,47734
江苏省,苏州市,工业园区,苏州中心8号,88,1,1,,47,中,南,2017,388,44090
江苏省,苏州市,工业园区,苏州中心8号,128,2,2,,47,中,暂无数据,2017,650,50781
江苏省,苏州市,工业园区,苏州中心8号,142,1,2,,47,中,东,2017,654,46020
江苏省,苏州市,工业园区,苏州中心8号,128,2,2,,47,中,西南,2017,613,47890
江苏省,苏州市,工业园区,苏州中心8号,87,1,1,,47,中,西,2017,385,44252
江苏省,苏州市,工业园区,苏州中心8号,128,2,2,,52,低,西北,0,590,46094
江苏省,苏州市,工业园区,苏州中心8号,128,2,1,,52,低,南,0,570,44531
江苏省,苏州市,工业园区,苏州中心8号,128,2,1,,52,低,南,0,618,48281
江苏省,苏州市,工业园区,苏州中心8号,128,2,1,,52,低,南,0,618,48281
江苏省,苏州市,工业园区,苏州中心8号,128,2,2,,52,低,西北,0,590,46094
江苏省,苏州市,工业园区,苏州中心8号,175,3,2,,52,低,西南,0,745,42571
江苏省,苏州市,工业园区,苏州中心8号,175,3,2,,52,低,西南,0,745,42571
江苏省,苏州市,工业园区,苏州中心8号,175,3,2,,52,低,西南,0,745,42571
江苏省,苏州市,工业园区,苏州中心8号,128,2,2,,52,低,西北,0,590,46094
江苏省,苏州市,工业园区,苏州中心8号,144,2,2,,52,高,东,0,700,48611
江苏省,苏州市,工业园区,苏州中心8号,130,1,2,,52,中,东,0,615,47308
江苏省,苏州市,工业园区,苏州中心8号,87,1,2,,52,中,南,0,385,44253
江苏省,苏州市,工业园区,苏州中心8号,130,1,2,,52,中,东,0,615,47308
江苏省,苏州市,工业园区,苏州中心8号,87,1,2,,52,中,南,0,385,44253
江苏省,苏州市,工业园区,苏州中心8号,87,1,2,,52,中,南,0,385,44253
江苏省,苏州市,工业园区,苏州中心8号,130,1,2,,52,中,东,0,615,47308
江苏省,苏州市,工业园区,苏州中心8号,130,1,2,,52,中,东,0,615,47308
江苏省,苏州市,工业园区,苏州中心8号,130,1,2,,52,中,东,0,615,47308
江苏省,苏州市,工业园区,苏州中心8号,87,1,2,,52,中,南,0,385,44253
江苏省,苏州市,工业园区,苏州中心8号,87,1,2,,52,中,南,0,385,44253
江苏省,苏州市,工业园区,苏州中心8号,130,1,2,,52,中,东,0,615,47308
江苏省,苏州市,工业园区,苏州中心8号,87,1,2,,52,中,东,0,408,46897
江苏省,苏州市,工业园区,太阳城缘邑,109,3,2,,33,高,暂无数据,2016,363,33302
江苏省,苏州市,工业园区,太阳城缘邑,88,2,2,,33,高,暂无数据,2016,250,28409
江苏省,苏州市,工业园区,太阳城缘邑,116,3,2,,33,高,南北,2016,358,30795
江苏省,苏州市,工业园区,太阳城缘邑,126,4,2,,15,高,暂无数据,2016,398,31587
江苏省,苏州市,工业园区,太阳城缘邑,109,3,2,,33,中,南北,2016,307,28165
江苏省,苏州市,工业园区,太阳城缘邑,88,2,2,,33,中,南,2016,230,26136
江苏省,苏州市,工业园区,太阳城缘邑,117,3,2,,32,中,南北,2016,350,29914
江苏省,苏州市,工业园区,太阳星辰花园,143,4,2,2,33,高,南,2015,439,30699
江苏省,苏州市,工业园区,太阳星辰花园,85,2,2,1,25,中,暂无,2013,210,24706
江苏省,苏州市,工业园区,太阳星辰花园泊朗峰,85,2,2,,26,低,南,2016,250,29411
江苏省,苏州市,工业园区,太阳星辰花园泊朗峰,112,3,2,,26,低,南北,2016,330,29464
江苏省,苏州市,工业园区,太阳星辰花园泊朗峰,85,2,2,,26,低,暂无数据,2016,265,31176
江苏省,苏州市,工业园区,太阳星辰花园泊朗峰,112,3,2,,25,低,暂无数据,2016,330,29393
江苏省,苏州市,工业园区,太阳星辰花园泊朗峰,85,2,2,,25,低,南,2016,265,31176
江苏省,苏州市,工业园区,太阳星辰花园泊朗峰,84,2,2,,26,高,南,2016,256,30131
江苏省,苏州市,工业园区,太阳星辰花园泊朗峰,89,2,2,,25,高,南,2016,266,29753
江苏省,苏州市,工业园区,太阳星辰花园泊朗峰,85,2,2,,25,高,暂无数据,2016,240,28235
江苏省,苏州市,工业园区,太阳星辰花园泊朗峰,80,2,2,,18,高,南,2016,226,28130
江苏省,苏州市,工业园区,太阳星辰花园泊朗峰,85,2,2,,26,中,暂无数据,2016,256,30117
江苏省,苏州市,工业园区,太阳星辰花园泊朗峰,112,3,2,,26,中,南北,2016,343,30625
江苏省,苏州市,工业园区,太阳星辰花园湖邑,141,3,2,,32,低,暂无数据,2010,398,28087
江苏省,苏州市,工业园区,太阳星辰花园湖邑,141,3,1,,32,低,南,2010,419,29716
江苏省,苏州市,工业园区,太阳星辰花园湖邑,142,3,2,,32,低,暂无数据,2010,370,26056
江苏省,苏州市,工业园区,太阳星辰花园湖邑,62,1,2,,31,低,暂无数据,2010,162,25878
江苏省,苏州市,工业园区,太阳星辰花园湖邑,63,1,1,,31,低,南,2010,185,29365
江苏省,苏州市,工业园区,太阳星辰花园湖邑,65,1,1,,31,低,南,2010,165,25260
江苏省,苏州市,工业园区,太阳星辰花园湖邑,88,2,2,,30,低,南,2010,255,28977
江苏省,苏州市,工业园区,太阳星辰花园湖邑,88,2,2,,30,低,南,2010,245,27677
江苏省,苏州市,工业园区,太阳星辰花园湖邑,120,3,2,,30,低,暂无数据,2010,358,29798
江苏省,苏州市,工业园区,太阳星辰花园湖邑,130,4,2,,27,低,南北,2010,385,29615
江苏省,苏州市,工业园区,太阳星辰花园湖邑,88,2,2,,27,低,南北,2010,240,27011
江苏省,苏州市,工业园区,太阳星辰花园湖邑,88,2,2,,27,低,南北,2010,262,29772
江苏省,苏州市,工业园区,太阳星辰花园湖邑,88,3,2,,27,低,暂无数据,2010,248,28019
江苏省,苏州市,工业园区,太阳星辰花园湖邑,142,3,2,,32,高,南北,2010,419,29507
江苏省,苏州市,工业园区,太阳星辰花园湖邑,89,2,2,,27,高,南,2010,276,31011
江苏省,苏州市,工业园区,太阳星辰花园湖邑,89,2,2,,27,高,南北,2010,253,28426
江苏省,苏州市,工业园区,太阳星辰花园湖邑,145,3,2,,27,高,南北,2010,429,29586
江苏省,苏州市,工业园区,太阳星辰花园湖邑,88,2,2,,23,高,南,2010,235,26704
江苏省,苏州市,工业园区,太阳星辰花园湖邑,142,3,2,,32,中,南北,2010,378,26619
江苏省,苏州市,工业园区,太阳星辰花园湖邑,141,3,2,,32,中,南,2010,370,26241
江苏省,苏州市,工业园区,太阳星辰花园湖邑,88,2,2,,30,中,南,2010,245,27724
江苏省,苏州市,工业园区,太阳星辰花园湖邑,88,2,2,,30,中,南,2010,225,25363
江苏省,苏州市,工业园区,太阳星辰花园湖邑,89,2,2,,30,中,南,2010,270,30337
江苏省,苏州市,工业园区,太阳星辰花园湖邑,131,4,2,,30,中,南北,2010,383,29236
江苏省,苏州市,工业园区,太阳星辰花园湖邑,88,2,2,,27,中,南,2010,225,25337
江苏省,苏州市,工业园区,太阳星辰花园湖邑,89,3,2,,27,中,暂无数据,2010,260,29213
江苏省,苏州市,工业园区,太阳星辰花园湖邑,88,2,2,,27,中,南北,2010,240,27011
江苏省,苏州市,工业园区,太阳星辰花园天邑,143,4,2,,11,低,南北,2016,459,32097
江苏省,苏州市,工业园区,太阳星辰花园天邑,109,3,2,,31,高,南,2016,350,32110
江苏省,苏州市,工业园区,太阳星辰花园天邑,142,4,2,,31,高,南北,2016,510,35669
江苏省,苏州市,工业园区,太阳星辰花园天邑,127,4,2,,31,高,南北,2016,444,34960
江苏省,苏州市,工业园区,太阳星辰花园天邑,143,4,2,,31,高,南北,2016,485,33916
江苏省,苏州市,工业园区,唐家巷小区,110,3,2,2,0,低,南,,310,28182
江苏省,苏州市,工业园区,唐家巷小区,110,3,2,2,0,低,南,,310,28182
江苏省,苏州市,工业园区,唐家巷小区,56,2,1,1,0,低,南,,138,24643
江苏省,苏州市,工业园区,唐家巷小区,56,2,1,1,0,低,南,,138,24643
江苏省,苏州市,工业园区,唐家巷小区,79,3,1,1,0,低,南,,200,25316
江苏省,苏州市,工业园区,唐家巷小区,34,2,1,1,0,低,南,,98,28824
江苏省,苏州市,工业园区,唐家巷小区,34,2,1,1,0,低,南,,98,28824
江苏省,苏州市,工业园区,唐家巷小区,58,2,2,1,0,低,南,,155,26724
江苏省,苏州市,工业园区,唐家巷小区,79,3,1,1,0,低,南,,200,25316
江苏省,苏州市,工业园区,唐家巷小区,79,3,1,1,0,低,南,,200,25316
江苏省,苏州市,工业园区,唐家巷小区,34,2,1,1,0,低,南,,98,28824
江苏省,苏州市,工业园区,唐家巷小区,79,3,1,1,0,低,南,,200,25316
江苏省,苏州市,工业园区,唐家巷小区,79,3,1,1,0,低,南,,200,25316
江苏省,苏州市,工业园区,唐家巷小区,79,3,1,1,0,低,南,,200,25316
江苏省,苏州市,工业园区,唐家巷小区,34,2,1,1,0,低,南,,98,28824
江苏省,苏州市,工业园区,唐家巷小区,104,3,2,1,0,低,南,,268,25769
江苏省,苏州市,工业园区,唐家巷小区,67,3,1,1,0,低,南,,176,26269
江苏省,苏州市,工业园区,唐家巷小区,68,3,1,1,0,低,南,,173,25441
江苏省,苏州市,工业园区,唐家巷小区,108,3,2,1,0,低,南,,268,24815
江苏省,苏州市,工业园区,唐家巷小区,56,2,1,1,0,低,南,,138,24643
江苏省,苏州市,工业园区,唐家巷小区,68,3,2,1,0,低,南,,176,25882
江苏省,苏州市,工业园区,唐家巷小区,68,3,1,1,0,低,南,,174,25588
江苏省,苏州市,工业园区,唐家巷小区,78,3,1,1,0,低,南,,175,22436
江苏省,苏州市,工业园区,唐家巷小区,68,3,1,1,0,低,南,,180,26471
江苏省,苏州市,工业园区,唐家巷小区,58,2,1,1,0,低,南,,130,22413
江苏省,苏州市,工业园区,唐家巷小区,79,3,1,1,0,低,南,,200,25316
江苏省,苏州市,工业园区,唐家巷小区,79,3,1,1,0,低,南,,200,25316
江苏省,苏州市,工业园区,唐家巷小区,58,2,2,1,0,低,南,,155,26724
江苏省,苏州市,工业园区,唐家巷小区,104,3,2,1,0,低,南,,268,25769
江苏省,苏州市,工业园区,唐家巷小区,67,3,1,1,0,低,南,,176,26269
江苏省,苏州市,工业园区,唐家巷小区,59,2,1,1,0,低,南,,130,22034
江苏省,苏州市,工业园区,唐家巷小区,58,2,2,1,0,低,南,,155,26724
江苏省,苏州市,工业园区,唐家巷小区,79,3,1,1,0,低,南,,200,25316
江苏省,苏州市,工业园区,唐家巷小区,56,2,1,1,0,低,南,,138,24643
江苏省,苏州市,工业园区,唐家巷小区,68,3,2,1,0,低,南,,176,25882
江苏省,苏州市,工业园区,唐家巷小区,68,3,1,1,0,低,南,,180,26471
江苏省,苏州市,工业园区,唐家巷小区,68,3,1,1,0,低,南,,174,25588
江苏省,苏州市,工业园区,唐家巷小区,68,3,1,1,0,低,南,,173,25441
江苏省,苏州市,工业园区,唐家巷小区,58,2,1,1,0,低,南,,130,22413
江苏省,苏州市,工业园区,唐家巷小区,108,3,2,1,0,低,南,,268,24815
江苏省,苏州市,工业园区,唐家巷小区,58,2,2,1,0,低,南,,155,26724
江苏省,苏州市,工业园区,唐家巷小区,79,3,1,1,0,低,南,,200,25316
江苏省,苏州市,工业园区,唐家巷小区,79,3,1,1,0,低,南,,200,25316
江苏省,苏州市,工业园区,唐家巷小区,59,2,1,1,6,低,南,,135,22881
江苏省,苏州市,工业园区,唐家巷小区,75,2,2,1,6,低,南,,163,21618
江苏省,苏州市,工业园区,唐家巷小区,75,2,2,1,6,低,南,,163,21618
江苏省,苏州市,工业园区,唐家巷小区,58,2,1,1,6,高,南,,118,20345
江苏省,苏州市,工业园区,唐家巷小区,72,2,1,1,6,中,南,,148,20556
江苏省,苏州市,工业园区,塘坊苑,70,2,1,1,0,低,南,,120,17143
江苏省,苏州市,工业园区,塘坊苑,78,3,1,1,6,低,南,,155,19872
江苏省,苏州市,工业园区,桃花坞小区,50,2,2,1,0,低,南,,79,15800
江苏省,苏州市,工业园区,桃花坞小区,74,3,1,1,0,低,南,,118,15927
江苏省,苏州市,工业园区,桃花坞小区,79,3,1,1,0,低,南,,108,13671
江苏省,苏州市,工业园区,桃花坞小区,70,2,2,1,0,低,南,,115,16429
江苏省,苏州市,工业园区,桃花坞小区,40,2,2,2,0,低,南,,56,14000
江苏省,苏州市,工业园区,桃花坞小区,80,3,1,2,2,低,南,,110,13750
江苏省,苏州市,工业园区,天地源橄榄湾,56,1,1,1,11,中,南,2005,133,23750
江苏省,苏州市,工业园区,天地源橄榄湾,56,1,1,1,11,中,南,2005,133,23750
江苏省,苏州市,工业园区,天地源橄榄湾,56,1,1,1,11,中,南,2005,133,23750
江苏省,苏州市,工业园区,天地源橄榄湾,56,1,1,1,11,中,南,2005,133,23750
江苏省,苏州市,工业园区,天地源橄榄湾,56,1,1,1,11,中,南,2005,133,23750
江苏省,苏州市,工业园区,天地源橄榄湾,56,1,1,1,11,中,南,2005,133,23750
江苏省,苏州市,工业园区,天地源橄榄湾,56,1,1,1,11,中,南,2005,133,23750
江苏省,苏州市,工业园区,天地源橄榄湾,56,1,1,1,11,中,南,2005,133,23750
江苏省,苏州市,工业园区,天地源橄榄湾,56,1,1,1,11,中,南,2005,133,23750
江苏省,苏州市,工业园区,天地源橄榄湾,56,1,1,1,11,中,南,2005,133,23750
江苏省,苏州市,工业园区,天地源橄榄湾,121,3,2,1,16,高,南北,2008,285,23554
江苏省,苏州市,工业园区,天地源橄榄湾,121,3,2,1,16,高,南北,2008,285,23554
江苏省,苏州市,工业园区,天地源橄榄湾,135,3,2,2,18,中,南北,2010,290,21481
江苏省,苏州市,工业园区,天地源橄榄湾,125,3,2,2,18,中,南北,2008,290,23200
江苏省,苏州市,工业园区,天地源橄榄湾,125,3,2,2,18,中,南北,2008,290,23200
江苏省,苏州市,工业园区,天地源橄榄湾,135,3,2,2,18,中,南北,2010,290,21481
江苏省,苏州市,工业园区,天地源橄榄湾,100,2,2,1,18,低,南北,2008,230,23000
江苏省,苏州市,工业园区,天地源橄榄湾,58,1,1,1,21,低,南,2005,140,24138
江苏省,苏州市,工业园区,天地源橄榄湾,99,2,2,1,17,低,南,2008,210,21212
江苏省,苏州市,工业园区,天地源橄榄湾,125,3,2,2,18,低,南北,2008,290,23200
江苏省,苏州市,工业园区,天地源橄榄湾,99,2,2,1,21,低,南北,2005,197,19899
江苏省,苏州市,工业园区,天地源橄榄湾,99,2,2,1,21,低,南北,2005,197,19899
江苏省,苏州市,工业园区,天地源橄榄湾,99,2,2,1,17,低,南,2008,210,21212
江苏省,苏州市,工业园区,天地源橄榄湾,58,1,1,1,21,低,南,2005,140,24138
江苏省,苏州市,工业园区,天地源橄榄湾,121,3,2,1,16,低,南北,2008,285,23554
江苏省,苏州市,工业园区,天地源橄榄湾,135,3,2,2,18,低,南北,2010,290,21481
江苏省,苏州市,工业园区,天地源橄榄湾,58,1,1,1,21,低,南,2005,140,24138
江苏省,苏州市,工业园区,天地源橄榄湾,99,2,2,1,17,低,南,2008,210,21212
江苏省,苏州市,工业园区,天地源橄榄湾,89,2,2,1,26,低,南,2008,185,20787
江苏省,苏州市,工业园区,天地源橄榄湾,126,3,2,2,25,低,南北,2008,280,22222
江苏省,苏州市,工业园区,天地源橄榄湾,58,1,1,1,21,低,南,2005,140,24138
江苏省,苏州市,工业园区,天地源橄榄湾,99,2,2,1,17,低,南,2008,210,21212
江苏省,苏州市,工业园区,天地源橄榄湾,125,3,2,2,24,低,南北,2008,260,20800
江苏省,苏州市,工业园区,天地源橄榄湾,99,2,2,1,17,低,南,2008,210,21212
江苏省,苏州市,工业园区,天地源橄榄湾,89,2,2,1,26,高,南,2008,185,20787
江苏省,苏州市,工业园区,天地源橄榄湾,89,2,2,1,26,高,南,2008,185,20787
江苏省,苏州市,工业园区,天地源橄榄湾,126,3,2,2,25,高,南北,2008,280,22222
江苏省,苏州市,工业园区,天地源橄榄湾,125,3,2,2,24,高,南北,2008,260,20800
江苏省,苏州市,工业园区,天地源橄榄湾,100,2,2,1,18,高,南北,2008,230,23000
江苏省,苏州市,工业园区,天地源橄榄湾,121,3,2,1,16,高,南北,2008,285,23554
江苏省,苏州市,工业园区,天地源橄榄湾,125,3,2,2,24,高,南北,2008,260,20800
江苏省,苏州市,工业园区,天地源橄榄湾,121,3,2,1,16,高,南北,2008,285,23554
江苏省,苏州市,工业园区,天地源橄榄湾,89,2,2,1,26,高,南,2008,185,20787
江苏省,苏州市,工业园区,天地源橄榄湾,126,3,2,2,25,高,南北,2008,280,22222
江苏省,苏州市,工业园区,天地源橄榄湾,126,3,2,2,25,高,南北,2008,280,22222
江苏省,苏州市,工业园区,天地源橄榄湾,125,3,2,2,24,高,南北,2008,260,20800
江苏省,苏州市,工业园区,天地源橄榄湾,100,2,2,1,18,高,南北,2008,230,23000
江苏省,苏州市,工业园区,天地源橄榄湾,100,2,2,1,18,高,南北,2008,230,23000
江苏省,苏州市,工业园区,天地源橄榄湾,121,3,2,1,16,高,南北,2008,285,23554
江苏省,苏州市,工业园区,天地源橄榄湾,125,3,2,2,24,高,南北,2008,260,20800
江苏省,苏州市,工业园区,天地源橄榄湾,126,3,2,2,25,高,南北,2008,280,22222
江苏省,苏州市,工业园区,天地源橄榄湾,100,2,2,1,18,高,南北,2008,230,23000
江苏省,苏州市,工业园区,天地源橄榄湾,121,3,2,1,16,高,南北,2008,285,23554
江苏省,苏州市,工业园区,天地源橄榄湾,89,2,2,1,26,高,南,2008,185,20787
江苏省,苏州市,工业园区,天地源橄榄湾,99,2,2,1,21,中,南北,2005,197,19899
江苏省,苏州市,工业园区,天地源橄榄湾,99,2,2,1,21,中,南北,2005,197,19899
江苏省,苏州市,工业园区,天地源橄榄湾,125,3,2,2,18,中,南北,2008,290,23200
江苏省,苏州市,工业园区,天地源橄榄湾,135,3,2,2,18,中,南北,2010,290,21481
江苏省,苏州市,工业园区,天地源橄榄湾,132,3,2,2,12,中,南北,2008,310,23485
江苏省,苏州市,工业园区,天地源橄榄湾,125,3,2,2,18,中,南北,2008,290,23200
江苏省,苏州市,工业园区,天地源橄榄湾,99,2,2,1,21,中,南北,2005,197,19899
江苏省,苏州市,工业园区,天地源橄榄湾,99,2,2,1,21,中,南北,2005,197,19899
江苏省,苏州市,工业园区,天地源橄榄湾,99,2,2,1,21,中,南北,2005,197,19899
江苏省,苏州市,工业园区,天地源橄榄湾,99,2,2,1,21,中,南北,2005,197,19899
江苏省,苏州市,工业园区,天地源橄榄湾,135,3,2,2,18,中,南北,2010,290,21481
江苏省,苏州市,工业园区,天地源橄榄湾,135,3,2,2,18,中,南北,2010,290,21481
江苏省,苏州市,工业园区,天地源橄榄湾,125,3,2,2,18,中,南北,2008,290,23200
江苏省,苏州市,工业园区,天地源橄榄湾,132,3,2,2,12,中,南北,2008,310,23485
江苏省,苏州市,工业园区,天地源橄榄湾,132,3,2,2,12,中,南北,2008,310,23485
江苏省,苏州市,工业园区,天地源橄榄湾,132,3,2,2,12,中,南北,2008,310,23485
江苏省,苏州市,工业园区,天地源橄榄湾,99,2,2,1,21,中,南北,2005,197,19899
江苏省,苏州市,工业园区,天地源橄榄湾,99,2,2,1,21,中,南北,2005,197,19899
江苏省,苏州市,工业园区,天地源橄榄湾,125,3,2,2,18,中,南北,2008,290,23200
江苏省,苏州市,工业园区,天地源橄榄湾,135,3,2,2,18,中,南北,2010,290,21481
江苏省,苏州市,工业园区,天地源橄榄湾,132,3,2,2,12,中,南北,2008,310,23485
江苏省,苏州市,工业园区,天地源橄榄湾,100,2,2,,28,低,南北,2010,240,23861
江苏省,苏州市,工业园区,天地源橄榄湾,106,2,2,,26,低,暂无数据,2010,256,24026
江苏省,苏州市,工业园区,天地源橄榄湾,122,3,2,,26,低,南,2010,307,25133
江苏省,苏州市,工业园区,天地源橄榄湾,103,2,2,,26,低,南北,2010,255,24757
江苏省,苏州市,工业园区,天地源橄榄湾,89,2,2,,26,低,南,2010,215,24157
江苏省,苏州市,工业园区,天地源橄榄湾,125,3,2,,25,低,南,2010,290,23200
江苏省,苏州市,工业园区,天地源橄榄湾,129,3,2,,21,低,暂无数据,2010,315,24418
江苏省,苏州市,工业园区,天地源橄榄湾,55,1,1,,21,低,南,2010,140,25225
江苏省,苏州市,工业园区,天地源橄榄湾,89,2,2,,21,低,南北,2010,218,24420
江苏省,苏州市,工业园区,天地源橄榄湾,86,2,2,,18,低,南,2010,225,26083
江苏省,苏州市,工业园区,天地源橄榄湾,124,3,2,,16,低,南北,2010,290,23293
江苏省,苏州市,工业园区,天地源橄榄湾,100,2,2,,28,高,南北,2010,240,23861
江苏省,苏州市,工业园区,天地源橄榄湾,88,2,2,1,16,高,南北,2009,188,21364
江苏省,苏州市,工业园区,天地源橄榄湾,117,3,2,,16,高,暂无数据,2010,286,24365
江苏省,苏州市,工业园区,天地源橄榄湾,121,3,2,1,16,高,南北,2008,285,23554
江苏省,苏州市,工业园区,天地源橄榄湾,125,3,2,,28,中,南北,2010,336,26779
江苏省,苏州市,工业园区,天地源橄榄湾,116,3,2,,26,中,南北,2010,300,25720
江苏省,苏州市,工业园区,天地源橄榄湾,107,2,2,,26,中,暂无数据,2010,278,25981
江苏省,苏州市,工业园区,天地源橄榄湾,88,2,2,,25,中,南北,2010,220,24923
江苏省,苏州市,工业园区,天地源橄榄湾,89,2,2,,21,中,南,2010,222,24943
江苏省,苏州市,工业园区,天地源橄榄湾,129,3,2,,21,中,南北,2010,317,24403
江苏省,苏州市,工业园区,天地源橄榄湾,125,3,2,2,18,中,南北,2008,290,23200
江苏省,苏州市,工业园区,天地源七里香都,130,4,2,2,4,中,南北,2015,359,27615
江苏省,苏州市,工业园区,天地源七里香都,122,3,2,,9,低,南北,2015,480,39331
江苏省,苏州市,工业园区,天地源七里香都,139,5,3,3,9,低,南北,2016,555,39928
江苏省,苏州市,工业园区,天地源七里香都,98,3,2,2,9,低,南北,2015,360,36735
江苏省,苏州市,工业园区,天地源七里香都,122,3,2,,9,低,南北,2015,480,39331
江苏省,苏州市,工业园区,天地源七里香都,120,3,2,,9,高,南北,2015,450,37500
江苏省,苏州市,工业园区,天地源七里香都,120,3,2,,9,高,南北,2015,450,37500
江苏省,苏州市,工业园区,天地源七里香都,120,3,2,,9,高,南北,2015,450,37500
江苏省,苏州市,工业园区,天地源七里香都,120,3,2,,9,高,南北,2015,450,37500
江苏省,苏州市,工业园区,天地源七里香都,130,4,2,2,9,高,南,2015,405,31154
江苏省,苏州市,工业园区,天地源七里香都,120,3,2,2,9,高,南北,2015,350,29167
江苏省,苏州市,工业园区,天地源七里香都,155,5,2,2,9,高,南北,2015,495,31935
江苏省,苏州市,工业园区,天地源七里香都,129,4,2,,9,中,南,2015,439,33829
江苏省,苏州市,工业园区,天地源七里香都,129,4,2,,9,中,南,2015,439,33829
江苏省,苏州市,工业园区,天地源七里香都,119,3,2,,9,中,南北,2015,460,38529
江苏省,苏州市,工业园区,天地源七里香都,129,4,2,,9,中,南,2015,439,33829
江苏省,苏州市,工业园区,天地源七里香都,129,4,2,,11,中,南北,2016,438,33953
江苏省,苏州市,工业园区,天地源七里香都,120,3,2,2,9,中,南北,2015,360,30000
江苏省,苏州市,工业园区,天地源七里香都,129,4,2,,9,中,南,2015,439,33829
